X,Y,insee,nom,wikipedia,surf_ha,icon_url,Effectifs avec Micro_Zone emploi,Effectifs avec Micro_Agroalimentaire,"Effectifs avec Micro_Bijouterie, joaillerie",Effectifs avec Micro_Bois,Effectifs avec Micro_Chimie,"Effectifs avec Micro_Conseil, ingénierie, recherche",Effectifs avec Micro_Construction/BTP/Génie urbain/Architecture,Effectifs avec Micro_Eau et déchets,Effectifs avec Micro_Electrique/Electronique (dont optique),Effectifs avec Micro_Emballage,Effectifs avec Micro_Energie,"Effectifs avec Micro_Management, conseil, finances",Effectifs avec Micro_Mécanique-Métallurgie,Effectifs avec Micro_Meubles,"Effectifs avec Micro_Numérique, TIC, audiovisuel",Effectifs avec Micro_Papier-carton,Effectifs avec Micro_Plasturgie,"Effectifs avec Micro_Santé (dont pharmacie, technologies médicales, R&D en biotech)",Effectifs avec Micro_Sous-traitance industrielle,Effectifs avec Micro_Sous-traitance industrielle (coeur de l'activité),Effectifs avec Micro_Sport / Loisirs,Effectifs avec Micro_Textile-habillement-cuir chaussures,Effectifs avec Micro_Tourisme,Effectifs avec Micro_Transport de marchandises/Logistique,Effectifs avec Micro_(vide)
4.85158193227472,45.7976784803338,"69034",Caluire-et-Cuire,fr:Caluire-et-Cuire,1038.000000000000000,./0.png,Lyon,"204","25","2","6","273","689","153","0","0","0","378","325","5","481","33",,"12","2","36","54","54","273","438","3207"
4.7865803213813,45.7983309354581,"69040",Champagne-au-Mont-d'Or,fr:Champagne-au-Mont-d'Or,256.000000000000000,./0.png,Lyon,"78","0",,"0","194","358",,"70",,"0","312","25","3","97",,,"6","44",,"62","15","171","292","3396"
4.54866228842306,45.7966388248375,"69022",Bibost,fr:Bibost,534.000000000000000,./0.png,Lyon,"0",,,,,"0",,,,,,,,"1",,,,,,"0",,"0","0","1"
4.63079876066695,45.7983279630114,"69177",Sourcieux-les-Mines,fr:Sourcieux-les-Mines,992.000000000000000,./0.png,Lyon,"2",,"0",,"0","25",,,,"0","0",,"0","2",,,,,,,,"0","1","9"
4.71148455822947,45.7849669446048,"69127",Marcy-l'Étoile,fr:Marcy-l'Étoile,536.000000000000000,./0.png,Lyon,"9",,,,"160","5","0",,,"0","1",,,"3",,,"4659",,,"0",,"15","44","724"
4.4926485820565,45.7633833221405,"69030",Brullioles,fr:Brullioles,1252.000000000000000,./0.png,Lyon,"1",,"0",,"0","35",,,,,,"0",,,,,,,,"0","0","5","1","14"
4.42031645921031,45.7564479809324,"69187",Saint-Clément-les-Places,fr:Saint-Clément-les-Places,1241.000000000000000,./0.png,Saint Etienne,,,,"2","3","6",,,,"0","2","1",,"0",,,,,,,,"0","2","8"
5.06731098348652,45.75404621041,"69285",Pusignan,fr:Pusignan,1322.000000000000000,./0.png,Lyon,"3",,,"0","4","485","45","1",,"0","9","248","1","0",,"45","65","138",,"5","29","31","1404","336"
4.68964799710083,45.7479986267846,"69094",Grézieu-la-Varenne,fr:Grézieu-la-Varenne,751.000000000000000,./0.png,Lyon,"15","0",,,"27","91","0",,,"0","2","65","1","23","4",,,"6",,"0","1","29","4","331"
4.72685218122442,45.7460077651394,"69069",Craponne,fr:Craponne,471.000000000000000,./0.png,Lyon,"59","0","0","1208","33","176","0",,,"0","111","35","1","166",,,,"1",,"78","0","161","182","767"
4.75498178317386,45.7629796162426,"69244",Tassin-la-Demi-Lune,fr:Tassin-la-Demi-Lune,797.000000000000000,./0.png,Lyon,"68","0",,"0","373","473","2",,,"0","371","3","1","407",,"1",,"91",,"50","0","356","237","1242"
4.72687043820961,45.7612942522183,"69205",Saint-Genis-les-Ollières,fr:Saint-Genis-les-Ollières,376.000000000000000,./0.png,Lyon,"4","0",,"66","6","316",,"4",,"0","0","2","0","0",,,"1",,,"26",,"7","13","223"
4.22666335917164,45.4517094174719,"42042",Chambles,fr:Chambles,1916.000000000000000,./0.png,Saint Etienne,"0",,,,"1","18",,,,"12","0","0",,"2",,,,,,,,"5","6","6"
3.98528234270872,45.4597111852779,"42050",La Chapelle-en-Lafaye,fr:La Chapelle-en-Lafaye,908.000000000000000,./0.png,Saint Etienne,"0",,,,,"1",,,,,,,,,,,,,,,,"1",,"0"
4.03969422365067,45.4743900179509,"42140",Marols,fr:Marols,1492.000000000000000,./0.png,Saint Etienne,,,,,,"1",,,,,,,,"0",,,,,,,,"2","0","0"
4.07391501460922,45.451441982931,"42126",Luriecq,fr:Luriecq,2034.000000000000000,./0.png,Saint Etienne,"2","0","0","15","0","54",,,,"0","0","2",,"3",,,,,,"0","18","1",,"10"
3.98998083818868,45.458229694765,"42146",Montarcher,fr:Montarcher,592.000000000000000,./0.png,Saint Etienne,"0",,,,,,,,,,"1","7",,,,,,"2",,,,"8",,"1"
4.06528442327879,45.4250649879694,"42204",Saint-Bonnet-le-Château,fr:Saint-Bonnet-le-Château,189.000000000000000,./0.png,Saint Etienne,"29",,"0",,"6","11",,,,,"11","131","2","0",,"19",,"0",,"78","66","22","23","171"
4.46465005029052,45.7378469894506,"69220",Saint-Laurent-de-Chamousset,fr:Saint-Laurent-de-Chamousset,1732.000000000000000,./0.png,Saint Etienne,"29",,,,"4","104",,,,"0","61","0","16","6",,,"92","0",,"2",,"5","20","113"
4.75620748827461,45.7380162693577,"69089",Francheville,fr:Francheville (Rhône),825.000000000000000,./0.png,Lyon,"27","8","4",,"61","134","2",,,,"78","3","14","72",,"0","49","2",,"14","7","133","2336","877"
4.57053993749133,45.7408260722432,"69067",Courzieu,fr:Courzieu,2687.000000000000000,./0.png,Lyon,"0",,,,"0","24",,,,,"0",,"0","0",,,"57",,,"15",,"10","0","0"
4.51776806844375,45.7472234073171,"69031",Brussieu,fr:Brussieu,684.000000000000000,./0.png,Lyon,"9",,,,"27","9","0","0",,,,"11",,"0",,,,,,,,"0","1","23"
4.79358594744125,45.7358887611542,"69202",Sainte-Foy-lès-Lyon,fr:Sainte-Foy-lès-Lyon,683.000000000000000,./0.png,Lyon,"72","1",,,"58","212","1",,,"0","133","11","1","50",,,"144","24",,"10","4","105","120","1061"
4.81266899457444,45.7301696703977,"69142",La Mulatière,fr:La Mulatière,184.000000000000000,./0.png,Lyon,"1",,,"0","6","120",,,,"0","11","0",,"17",,,,,,"30",,"11","11","70"
4.91194010510621,45.7346725078189,"69029",Bron,fr:Bron,1031.000000000000000,./0.png,Lyon,"143","0","0","0","211","2338","61","19",,"0","296","216","0","869","205",,"29","25",,"204","11","488","961","6759"
4.96226256315257,45.7381365556818,"69271",Chassieu,fr:Chassieu,1157.000000000000000,./0.png,Lyon,"56","1","5","17","113","1744","227","357",,"1","85","886","11","141","9","119","42","68","69","24","1","181","1495","1438"
4.64268502591294,45.7297966909433,"69255",Vaugneray,fr:Vaugneray,2511.000000000000000,./0.png,Lyon,"39","0","1","2","20","165","2",,,"0","5","43","4","18",,"3",,,,"0",,"9","81","141"
5.01608883503536,45.7299904750262,"69277",Genas,fr:Genas,2415.000000000000000,./0.png,Lyon,"319","0","11",,"169","1377","22","33","31","0","76","1161","4","58","28","286","0","39","15","33","0","182","1757","1490"
4.36880204575855,45.7313188723873,"42261",Saint-Martin-Lestra,fr:Saint-Martin-Lestra,1633.000000000000000,./0.png,Saint Etienne,"1",,"0",,,"2",,,,,"0","6",,"0",,,,,,,,"3","0","2"
4.88119666169718,45.7042422309323,"69259",Vénissieux,fr:Vénissieux,1545.000000000000000,./0.png,Lyon,"309","0","0","47","1636","2575","977","115",,"212","747","3380","1","163","63",,,"833","2","38","1","522","2812","6881"
4.534726441122,45.7110193014308,"69138",Montromant,fr:Montromant,1108.000000000000000,./0.png,Lyon,,,,"0","0","1",,,,"0",,"6",,,,,,,,,,"0","0","1"
4.4955118037911,45.7136288106409,"69203",Saint-Genis-l'Argentière,fr:Saint-Genis-l'Argentière,1091.000000000000000,./0.png,Saint Etienne,"0",,,"45",,"17","0",,,,,,,"0",,"0",,"48",,,,"1","1","13"
4.43505432645132,45.7158472721292,"69098",Les Halles,fr:Les Halles,309.000000000000000,./0.png,Saint Etienne,"0",,,"0",,"1",,,,"0",,,"9",,,,,,,,,"3","13","0"
4.70337753430452,45.7205895830315,"69028",Brindas,fr:Brindas,1140.000000000000000,./0.png,Lyon,"15","0",,"1","15","255",,,,"0","9","18","0","0",,"1","1","14","6","4","0","24","65","139"
4.59520496282724,45.7091138908279,"69269",Yzeron,fr:Yzeron,1073.000000000000000,./0.png,Lyon,"2","1",,,,"4",,,,,,,"5","5",,,,,,,,"10","0","12"
4.74555303492231,45.7090656320042,"69043",Chaponost,fr:Chaponost,1625.000000000000000,./0.png,Lyon,"99","0",,"0","125","781","21","22",,"3","38","246",,"41",,"25","9","2",,"18","7","54","413","756"
4.80313321648551,45.7152846692807,"69149",Oullins,fr:Oullins,439.000000000000000,./0.png,Lyon,"88","0",,,"56","320","4","1",,"47","206","133","8","124","0",,"2","4",,"12","0","215","273","1741"
5.02215571314931,45.6962123272296,"69287",Saint-Bonnet-de-Mure,fr:Saint-Bonnet-de-Mure,1662.000000000000000,./0.png,Lyon,"41","0","0","3","68","322","15","88",,"0","30","252","0","5",,,"61","374",,"47","1","158","916","757"
4.94892263682471,45.7017753566853,"69290",Saint-Priest,fr:Saint-Priest (Rhône),2971.000000000000000,./0.png,Lyon,"475","5","119","439","985","5102","336","211","1","759","881","4601","4","2438","4","0","882","796","51","98","83","865","7835","9608"
4.40531657369297,45.7147414723749,"69099",Haute-Rivoire,fr:Haute-Rivoire,2064.000000000000000,./0.png,Saint Etienne,"60",,,,"1","27","0",,,"0","0","0","4",,,,,"0",,,,"0","10","177"
5.10348648059399,45.7179909278619,"69299",Colombier-Saugnieu,fr:Colombier-Saugnieu,2779.000000000000000,./0.png,Lyon,"55","0",,,"28","126","42","13",,"0","6","22","1","19",,,,"5",,"1",,"329","1351","3843"
5.07891897482582,45.8000203505382,"69280",Jons,fr:Jons,729.000000000000000,./0.png,Lyon,"1",,,,"3","54","0",,,,"0","6",,,,"8",,"0",,"8",,"14","1","67"
4.16744072023695,45.9583675573697,"42153",Neaux,fr:Neaux,1743.000000000000000,./0.png,Roanne,"1",,,,,"22",,,,,,"1",,,,,,,,"0","0","0","0","0"
4.20576959248804,46.0733569592089,"42074",Coutouvre,fr:Coutouvre,2184.000000000000000,./0.png,Roanne,,,,,,"65",,,,,"0","0",,,,,,,,,"0","0","5","14"
4.16990413222044,46.0986986009869,"42152",Nandax,fr:Nandax,819.000000000000000,./0.png,Roanne,"1",,,,"2","13",,,,"0","0",,,,,,,,,,,"0",,"10"
4.20145315067809,46.1468261717452,"42048",Chandon,fr:Chandon (Loire),1258.000000000000000,./0.png,Roanne,"0",,,,"0","4",,,,"0","0","10",,"0",,,,,"3",,"0","0","15","1"
4.22536117144137,46.0328082528017,"42145",Montagny,fr:Montagny (Loire),2559.000000000000000,./0.png,Roanne,"10",,"0",,"0","254",,,,"0","0","9","0","0","23",,,,,,,"0","1","5"
4.17145909117671,46.0003761890126,"42178",Pradines,fr:Pradines (Loire),1159.000000000000000,./0.png,Roanne,"1",,,,"2","1",,,,"0",,"0",,,,"15",,,,,,"0","4","2"
4.21374186141208,45.9969929955012,"42181",Régny,fr:Régny,1378.000000000000000,./0.png,Roanne,"0",,,,"0","8",,"0",,"0","0","29",,"0",,,,,,,"10","0","0","28"
4.20710460261347,46.1766722063418,"42215",Saint-Denis-de-Cabanne,fr:Saint-Denis-de-Cabanne,774.000000000000000,./0.png,Roanne,"11",,,"3","0","14",,"4",,,"0","141","3",,,"15",,,,,,"0","13","11"
4.17465193397611,46.1665255072726,"42052",Charlieu,fr:Charlieu,667.000000000000000,./0.png,Roanne,"42","0","3",,"0","116","0",,,"0","39","22","0","2",,,,"61","114","4","81","39","57","366"
4.18288679745119,46.1208652262764,"42236",Saint-Hilaire-sous-Charlieu,fr:Saint-Hilaire-sous-Charlieu,1382.000000000000000,./0.png,Roanne,,,,,,"19",,,,"0","0","0","1","0",,,,,,,,"1","0","9"
4.16834983429175,45.9002622600951,"42156",Neulise,fr:Neulise,2305.000000000000000,./0.png,Roanne,"111",,,"21","12","41",,,,"0","7","95",,"0","9",,,"1","45",,"14","4","48","36"
4.18760012768596,45.8611519929489,"42254",Saint-Marcel-de-Félines,fr:Saint-Marcel-de-Félines,2244.000000000000000,./0.png,Roanne,"1",,"0",,"0","11",,,,"0","1","0","2",,,,,,,"0","0","4","0","0"
4.66058434567629,46.2792387483008,"69035",Cenves,fr:Cenves,2641.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.63769454593626,46.2175867510906,"69258",Vauxrenard,fr:Vauxrenard,1913.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.67281385228909,46.2249491311242,"69082",Émeringes,fr:Émeringes,296.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.66535577885944,46.24343715441,"69104",Jullié,fr:Jullié,986.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.72499502701917,46.1729167387568,"69108",Lancié,fr:Lancié,659.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.69263329840675,46.1954649494545,"69084",Fleurie,fr:Fleurie,1393.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.70826792715007,46.2169551405555,"69053",Chénas,fr:Chénas,815.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.70378114981255,46.2421310239989,"69103",Juliénas,fr:Juliénas,759.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.67160173371947,46.1594177735093,"69267",Villié-Morgon,fr:Villié-Morgon,1858.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.65590268164616,46.1855885576051,"69058",Chiroubles,fr:Chiroubles (Rhône),736.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.76257611534103,46.1257131688557,"69242",Taponas,fr:Taponas,759.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.70306175759939,45.4557370467859,"42064",Chuyer,fr:Chuyer,1165.000000000000000,./0.png,Vienne-Annonay,,,,,,"23",,,,,"3",,,,,,,,,,,"0","0","3"
4.7415975268335,45.4603772884803,"42327",Vérin,fr:Vérin (Loire),320.000000000000000,./0.png,Vienne-Annonay,,,,,"1","0",,,,,,,,"0",,,,"0",,,,"0","0","6"
4.6606240427515,45.4650582181106,"42167",Pavezin,fr:Pavezin,881.000000000000000,./0.png,Saint Etienne,,,"0",,"1","4",,,,,"0","0",,,,,,,,,,"0",,"0"
4.63387765613892,45.4773002816022,"42210",Sainte-Croix-en-Jarez,fr:Sainte-Croix-en-Jarez,1208.000000000000000,./0.png,Saint Etienne,,,,,"0","1",,,,"0","0","0",,,"0",,,,,,,"1",,"5"
4.57818674178562,45.4477633403397,"42308",La Terrasse-sur-Dorlay,fr:La Terrasse-sur-Dorlay,866.000000000000000,./0.png,Saint Etienne,"21",,,,"0","4",,,,,"0",,,,,,,,,"0",,"6","2","5"
4.57880742497378,45.4701419382743,"42271",Saint-Paul-en-Jarez,fr:Saint-Paul-en-Jarez,1989.000000000000000,./0.png,Saint Etienne,"140",,,"0","6","90","0",,,"0","5","35",,"4",,,"4","31","14",,"20","33","60","75"
4.73363390769601,45.443910877286,"42265",Saint-Michel-sur-Rhône,fr:Saint-Michel-sur-Rhône,587.000000000000000,./0.png,Vienne-Annonay,"0",,"0",,"2","23",,,,,"3","1","0","0",,,,"4",,,"38","1","8","34"
4.72649638464768,46.11566421344,"69019",Belleville-en-Beaujolais,fr:Belleville-en-Beaujolais,2283.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.57685161555152,46.0462441500098,"69257",Vaux-en-Beaujolais,fr:Vaux-en-Beaujolais,1768.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.63156020690238,46.0451860505186,"69172",Salles-Arbuissonnas-en-Beaujolais,fr:Salles-Arbuissonnas-en-Beaujolais,437.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.46214974721315,46.0835517317741,"69229",Saint-Nizier-d'Azergues,fr:Saint-Nizier-d'Azergues,2419.000000000000000,./0.png,Tarare,"2",,,,"0","66",,,,,,"5",,,,,,,,,,"2","12","6"
4.62215085732672,46.0768544478403,"69198",Saint-Étienne-la-Varenne,fr:Saint-Étienne-la-Varenne,649.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.3866474278617,46.073887860065,"69240",Saint-Vincent-de-Reins,fr:Saint-Vincent-de-Reins,1378.000000000000000,./0.png,Tarare,"1",,"7",,"0","8",,,,,"0","25",,"0",,,,"0",,,"112","0","6","20"
4.60782626903351,46.113731490001,"69162",Quincié-en-Beaujolais,fr:Quincié-en-Beaujolais,2200.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.42181353050667,46.0459869083882,"69130",Meaux-la-Montagne,fr:Meaux-la-Montagne,918.000000000000000,./0.png,Tarare,,,,,"0","10",,,,,,,,,,,,,,,,"4","2","1"
4.56132282081658,46.1082632758791,"69124",Marchampt,fr:Marchampt,1772.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.58036408934204,46.0693732128991,"69151",Le Perréon,fr:Le Perréon,1454.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.50825617151512,46.0530346639879,"69107",Lamure-sur-Azergues,fr:Lamure-sur-Azergues,1554.000000000000000,./0.png,Tarare,"6",,"0",,"0","31",,,,,"13","33","0","0",,"5",,"0",,"0",,"9","40","92"
